Chr	Start	End	Strand	TSS	ID	EnsID	Type	Symbol
28250	chr17	5111468	5115004	+	chr17:5111468	chr17:5111468-5115004	ENSG00000234327	lncRNA	AC012146.1
28251	chr17	5116438	5175034	+	chr17:5116438	chr17:5116438-5175034	ENSG00000129204	protein_coding	USP6
28252	chr17	5179535	5191868	-	chr17:5191868	chr17:5179535-5191868	ENSG00000180626	protein_coding	ZNF594
28253	chr17	5192027	5248182	+	chr17:5192027	chr17:5192027-5248182	ENSG00000261879	lncRNA	AC087500.1
28254	chr17	5208920	5234860	-	chr17:5234860	chr17:5208920-5234860	ENSG00000161929	protein_coding	SCIMP
28255	chr17	5240508	5241543	-	chr17:5241543	chr17:5240508-5241543	ENSG00000263164	lncRNA	AC087500.2
28256	chr17	5282265	5386340	+	chr17:5282265	chr17:5282265-5386340	ENSG00000029725	protein_coding	RABEP1
28257	chr17	5360963	5419676	-	chr17:5419676	chr17:5360963-5419676	ENSG00000108559	protein_coding	NUP88
28258	chr17	5364315	5371626	-	chr17:5371626	chr17:5364315-5371626	ENSG00000263220	lncRNA	AC015727.1
28259	chr17	5419641	5432876	+	chr17:5419641	chr17:5419641-5432876	ENSG00000129197	protein_coding	RPAIN
28260	chr17	5425139	5432876	-	chr17:5432876	chr17:5425139-5432876	ENSG00000263272	lncRNA	AC004148.1
28261	chr17	5432777	5448830	-	chr17:5448830	chr17:5432777-5448830	ENSG00000108561	protein_coding	C1QBP
28262	chr17	5440917	5468982	-	chr17:5468982	chr17:5440917-5468982	ENSG00000005100	protein_coding	DHX33
28263	chr17	5469092	5470360	+	chr17:5469092	chr17:5469092-5470360	ENSG00000262099	lncRNA	DHX33-DT
28264	chr17	5471254	5486811	-	chr17:5486811	chr17:5471254-5486811	ENSG00000072849	protein_coding	DERL2
28265	chr17	5486285	5490814	+	chr17:5486285	chr17:5486285-5490814	ENSG00000167842	protein_coding	MIS12
28266	chr17	5499427	5619424	-	chr17:5619424	chr17:5499427-5619424	ENSG00000091592	protein_coding	NLRP1
28267	chr17	5499439	5501145	-	chr17:5501145	chr17:5499439-5501145	ENSG00000286190	protein_coding	AC055839.2
28268	chr17	5700226	5704056	-	chr17:5704056	chr17:5700226-5704056	ENSG00000286356	lncRNA	AC135726.1
28269	chr17	5772234	5930696	+	chr17:5772234	chr17:5772234-5930696	ENSG00000284837	lncRNA	AC007846.1
28270	chr17	6057807	6124427	+	chr17:6057807	chr17:6057807-6124427	ENSG00000179314	protein_coding	WSCD1
28271	chr17	6163893	6190541	-	chr17:6190541	chr17:6163893-6190541	ENSG00000262231	lncRNA	AC104770.1
28272	chr17	6373833	6375080	-	chr17:6375080	chr17:6373833-6375080	ENSG00000285593	lncRNA	AC055872.2
28273	chr17	6393693	6435199	-	chr17:6435199	chr17:6393693-6435199	ENSG00000129221	protein_coding	AIPL1
28274	chr17	6444441	6451469	+	chr17:6444441	chr17:6444441-6451469	ENSG00000129195	protein_coding	PIMREG
28275	chr17	6451263	6556555	-	chr17:6556555	chr17:6451263-6556555	ENSG00000091622	protein_coding	PITPNM3
28276	chr17	6578147	6640711	-	chr17:6640711	chr17:6578147-6640711	ENSG00000198920	protein_coding	KIAA0753
28277	chr17	6628619	6640456	-	chr17:6640456	chr17:6628619-6640456	ENSG00000282936	protein_coding	AC004706.3
28278	chr17	6640985	6644541	+	chr17:6640985	chr17:6640985-6644541	ENSG00000129235	protein_coding	TXNDC17
28279	chr17	6643311	6651634	-	chr17:6651634	chr17:6643311-6651634	ENSG00000108590	protein_coding	MED31
28280	chr17	6651762	6693202	+	chr17:6651762	chr17:6651762-6693202	ENSG00000256806	protein_coding	C17orf100
28281	chr17	6653464	6655009	-	chr17:6655009	chr17:6653464-6655009	ENSG00000261996	lncRNA	AC004706.1
28282	chr17	6684713	6713567	-	chr17:6713567	chr17:6684713-6713567	ENSG00000141485	protein_coding	SLC13A5
28283	chr17	6755447	6775647	+	chr17:6755447	chr17:6755447-6775647	ENSG00000132530	protein_coding	XAF1
28284	chr17	6776215	6797101	+	chr17:6776215	chr17:6776215-6797101	ENSG00000177294	protein_coding	FBXO39
28285	chr17	6789133	6831761	-	chr17:6831761	chr17:6789133-6831761	ENSG00000167858	protein_coding	TEKT1
28286	chr17	6875232	7012530	-	chr17:7012530	chr17:6875232-7012530	ENSG00000215067	lncRNA	ALOX12-AS1
28287	chr17	6954098	6978960	-	chr17:6978960	chr17:6954098-6978960	ENSG00000263316	lncRNA	AC027763.2
28288	chr17	6994642	6995189	-	chr17:6995189	chr17:6994642-6995189	ENSG00000262089	lncRNA	AC040977.1
28289	chr17	6996049	7010754	+	chr17:6996049	chr17:6996049-7010754	ENSG00000108839	protein_coding	ALOX12
28290	chr17	7012417	7014532	+	chr17:7012417	chr17:7012417-7014532	ENSG00000219200	protein_coding	RNASEK
28291	chr17	7014495	7017525	+	chr17:7014495	chr17:7014495-7017525	ENSG00000258315	protein_coding	C17orf49
28292	chr17	7015818	7019659	-	chr17:7019659	chr17:7015818-7019659	ENSG00000267532	lncRNA	MIR497HG
28293	chr17	7023050	7030290	+	chr17:7023050	chr17:7023050-7030290	ENSG00000161940	protein_coding	BCL6B
28294	chr17	7036015	7040117	+	chr17:7036015	chr17:7036015-7040117	ENSG00000174327	protein_coding	SLC16A13
28295	chr17	7041630	7043923	-	chr17:7043923	chr17:7041630-7043923	ENSG00000174326	protein_coding	SLC16A11
28296	chr17	7074537	7080307	-	chr17:7080307	chr17:7074537-7080307	ENSG00000132514	protein_coding	CLEC10A
28297	chr17	7101322	7115700	-	chr17:7115700	chr17:7101322-7115700	ENSG00000161944	protein_coding	ASGR2
28298	chr17	7173431	7179564	-	chr17:7179564	chr17:7173431-7179564	ENSG00000141505	protein_coding	ASGR1
28299	chr17	7187169	7219841	-	chr17:7219841	chr17:7187169-7219841	ENSG00000132535	protein_coding	DLG4
28300	chr17	7217125	7225266	+	chr17:7217125	chr17:7217125-7225266	ENSG00000072778	protein_coding	ACADVL
28301	chr17	7225342	7234517	-	chr17:7234517	chr17:7225342-7234517	ENSG00000004975	protein_coding	DVL2
28302	chr17	7235029	7239722	-	chr17:7239722	chr17:7235029-7239722	ENSG00000040633	protein_coding	PHF23
28303	chr17	7240008	7242449	-	chr17:7242449	chr17:7240008-7242449	ENSG00000170296	protein_coding	GABARAP
28304	chr17	7243591	7252491	-	chr17:7252491	chr17:7243591-7252491	ENSG00000175826	protein_coding	CTDNEP1
28305	chr17	7251416	7259940	+	chr17:7251416	chr17:7251416-7259940	ENSG00000170291	protein_coding	ELP5
28306	chr17	7259903	7263983	-	chr17:7263983	chr17:7259903-7263983	ENSG00000181885	protein_coding	CLDN7
28307	chr17	7281718	7288257	+	chr17:7281718	chr17:7281718-7288257	ENSG00000181856	protein_coding	SLC2A4
28308	chr17	7282947	7284071	-	chr17:7284071	chr17:7282947-7284071	ENSG00000263342	lncRNA	AC003688.2
28309	chr17	7288263	7294639	-	chr17:7294639	chr17:7288263-7294639	ENSG00000006047	protein_coding	YBX2
28310	chr17	7306999	7312463	+	chr17:7306999	chr17:7306999-7312463	ENSG00000132507	protein_coding	EIF5A
28311	chr17	7311324	7315564	-	chr17:7315564	chr17:7311324-7315564	ENSG00000132522	protein_coding	GPS2
28312	chr17	7315628	7329393	-	chr17:7329393	chr17:7315628-7329393	ENSG00000215041	protein_coding	NEURL4
28313	chr17	7336529	7351477	+	chr17:7336529	chr17:7336529-7351477	ENSG00000072818	protein_coding	ACAP1
28314	chr17	7351889	7354944	+	chr17:7351889	chr17:7351889-7354944	ENSG00000213859	protein_coding	KCTD11
28315	chr17	7352687	7354944	-	chr17:7354944	chr17:7352687-7354944	ENSG00000263171	lncRNA	AC026954.3
28316	chr17	7355123	7357219	+	chr17:7355123	chr17:7355123-7357219	ENSG00000182896	protein_coding	TMEM95
28317	chr17	7380534	7389774	+	chr17:7380534	chr17:7380534-7389774	ENSG00000174292	protein_coding	TNK1
28318	chr17	7389727	7394842	-	chr17:7394842	chr17:7389727-7394842	ENSG00000187838	protein_coding	PLSCR3
28319	chr17	7402975	7404097	-	chr17:7404097	chr17:7402975-7404097	ENSG00000205544	protein_coding	TMEM256
28320	chr17	7404874	7419860	+	chr17:7404874	chr17:7404874-7419860	ENSG00000169992	protein_coding	NLGN2
28321	chr17	7420324	7421632	+	chr17:7420324	chr17:7420324-7421632	ENSG00000181323	protein_coding	SPEM1
28322	chr17	7425616	7427568	+	chr17:7425616	chr17:7425616-7427568	ENSG00000184560	protein_coding	SPEM2
28323	chr17	7428857	7432820	+	chr17:7428857	chr17:7428857-7432820	ENSG00000283439	protein_coding	SPEM3
28324	chr17	7435435	7437679	+	chr17:7435435	chr17:7435435-7437679	ENSG00000181284	protein_coding	TMEM102
28325	chr17	7436557	7437523	-	chr17:7437523	chr17:7436557-7437523	ENSG00000262624	lncRNA	AC113189.1
28326	chr17	7438273	7444937	+	chr17:7438273	chr17:7438273-7444937	ENSG00000161958	protein_coding	FGF11
28327	chr17	7439159	7443327	-	chr17:7443327	chr17:7439159-7443327	ENSG00000263301	lncRNA	AC113189.3
28328	chr17	7445061	7457710	+	chr17:7445061	chr17:7445061-7457710	ENSG00000170175	protein_coding	CHRNB1
28329	chr17	7459366	7484263	-	chr17:7484263	chr17:7459366-7484263	ENSG00000174282	protein_coding	ZBTB4
28330	chr17	7481332	7483496	+	chr17:7481332	chr17:7481332-7483496	ENSG00000259224	protein_coding	SLC35G6
28331	chr17	7484366	7514618	+	chr17:7484366	chr17:7484366-7514618	ENSG00000181222	protein_coding	POLR2A
28332	chr17	7549058	7557890	+	chr17:7549058	chr17:7549058-7557890	ENSG00000239697	protein_coding	TNFSF12
28333	chr17	7557820	7558245	-	chr17:7558245	chr17:7557820-7558245	ENSG00000276384	lncRNA	AC016876.3
28334	chr17	7558292	7561608	+	chr17:7558292	chr17:7558292-7561608	ENSG00000161955	protein_coding	TNFSF13
28335	chr17	7561919	7571969	+	chr17:7561919	chr17:7561919-7571969	ENSG00000161956	protein_coding	SENP3
28336	chr17	7572706	7579006	+	chr17:7572706	chr17:7572706-7579006	ENSG00000161960	protein_coding	EIF4A1
28337	chr17	7579491	7582111	+	chr17:7579491	chr17:7579491-7582111	ENSG00000129226	protein_coding	CD68
28338	chr17	7581964	7584086	-	chr17:7584086	chr17:7581964-7584086	ENSG00000233223	lncRNA	AC016876.1
28339	chr17	7583529	7592789	+	chr17:7583529	chr17:7583529-7592789	ENSG00000129255	protein_coding	MPDU1
28340	chr17	7588178	7590094	-	chr17:7590094	chr17:7588178-7590094	ENSG00000129194	protein_coding	SOX15
28341	chr17	7591230	7614897	-	chr17:7614897	chr17:7591230-7614897	ENSG00000129245	protein_coding	FXR2
28342	chr17	7613946	7633382	+	chr17:7613946	chr17:7613946-7633382	ENSG00000129214	protein_coding	SHBG
28343	chr17	7626234	7627876	-	chr17:7627876	chr17:7626234-7627876	ENSG00000141504	protein_coding	SAT2
28344	chr17	7646627	7657770	+	chr17:7646627	chr17:7646627-7657770	ENSG00000129244	protein_coding	ATP1B2
28345	chr17	7661779	7687550	-	chr17:7687550	chr17:7661779-7687550	ENSG00000141510	protein_coding	TP53
28346	chr17	7686071	7703502	+	chr17:7686071	chr17:7686071-7703502	ENSG00000141499	protein_coding	WRAP53
28347	chr17	7705202	7711372	+	chr17:7705202	chr17:7705202-7711372	ENSG00000108947	protein_coding	EFNB3
28348	chr17	7717354	7833744	+	chr17:7717354	chr17:7717354-7833744	ENSG00000183914	protein_coding	DNAH2
28349	chr17	7839904	7854796	+	chr17:7839904	chr17:7839904-7854796	ENSG00000132510	protein_coding	KDM6B
28350	chr17	7855066	7856099	+	chr17:7855066	chr17:7855066-7856099	ENSG00000167874	protein_coding	TMEM88
28351	chr17	7856685	7885238	-	chr17:7885238	chr17:7856685-7885238	ENSG00000183011	protein_coding	NAA38
28352	chr17	7857746	7862282	+	chr17:7857746	chr17:7857746-7862282	ENSG00000182224	protein_coding	CYB5D1
28353	chr17	7884796	7912760	+	chr17:7884796	chr17:7884796-7912760	ENSG00000170004	protein_coding	CHD3
28354	chr17	7913324	7916276	-	chr17:7916276	chr17:7913324-7916276	ENSG00000179859	protein_coding	RNF227
28355	chr17	7921859	7929803	-	chr17:7929803	chr17:7921859-7929803	ENSG00000170049	protein_coding	KCNAB3
28356	chr17	7930345	7932123	-	chr17:7932123	chr17:7930345-7932123	ENSG00000170043	protein_coding	TRAPPC1
28357	chr17	7932101	7949920	+	chr17:7932101	chr17:7932101-7949920	ENSG00000170037	protein_coding	CNTROB
28358	chr17	8002594	8020339	+	chr17:8002594	chr17:8002594-8020339	ENSG00000132518	protein_coding	GUCY2D
28359	chr17	8039034	8049134	+	chr17:8039034	chr17:8039034-8049134	ENSG00000179593	protein_coding	ALOX15B
28360	chr17	8056225	8057621	-	chr17:8057621	chr17:8056225-8057621	ENSG00000263427	lncRNA	AC129492.2
28361	chr17	8072636	8087716	-	chr17:8087716	chr17:8072636-8087716	ENSG00000179477	protein_coding	ALOX12B
28362	chr17	8079482	8081565	+	chr17:8079482	chr17:8079482-8081565	ENSG00000214999	lncRNA	AC129492.1
28363	chr17	8095900	8119047	-	chr17:8119047	chr17:8095900-8119047	ENSG00000179148	protein_coding	ALOXE3
28364	chr17	8120592	8124106	-	chr17:8124106	chr17:8120592-8124106	ENSG00000179111	protein_coding	HES7
28365	chr17	8140472	8156506	-	chr17:8156506	chr17:8140472-8156506	ENSG00000179094	protein_coding	PER1
28366	chr17	8159149	8163546	-	chr17:8163546	chr17:8159149-8163546	ENSG00000220205	protein_coding	VAMP2
28367	chr17	8172457	8176399	-	chr17:8176399	chr17:8172457-8176399	ENSG00000179029	protein_coding	TMEM107
28368	chr17	8176812	8182812	+	chr17:8176812	chr17:8176812-8182812	ENSG00000266824	lncRNA	AC129492.4
28369	chr17	8188345	8190180	-	chr17:8190180	chr17:8188345-8190180	ENSG00000196544	protein_coding	BORCS6
28370	chr17	8204733	8210600	-	chr17:8210600	chr17:8204733-8210600	ENSG00000178999	protein_coding	AURKB
28371	chr17	8220642	8224043	-	chr17:8224043	chr17:8220642-8224043	ENSG00000178977	lncRNA	LINC00324
28372	chr17	8224815	8248056	-	chr17:8248056	chr17:8224815-8248056	ENSG00000178971	protein_coding	CTC1
28373	chr17	8247618	8270491	+	chr17:8247618	chr17:8247618-8270491	ENSG00000178921	protein_coding	PFAS
28374	chr17	8277763	8278436	+	chr17:8277763	chr17:8277763-8278436	ENSG00000269947	lncRNA	AC135178.6
28375	chr17	8287763	8295400	-	chr17:8295400	chr17:8287763-8295400	ENSG00000125434	protein_coding	SLC25A35
28376	chr17	8288654	8290092	+	chr17:8288654	chr17:8288654-8290092	ENSG00000108961	protein_coding	RANGRF
28377	chr17	8310241	8322514	+	chr17:8310241	chr17:8310241-8322514	ENSG00000198844	protein_coding	ARHGEF15
28378	chr17	8318088	8318712	-	chr17:8318712	chr17:8318088-8318712	ENSG00000226871	lncRNA	AC135178.2
28379	chr17	8337697	8338758	+	chr17:8337697	chr17:8337697-8338758	ENSG00000266279	lncRNA	AC135178.5
28380	chr17	8339840	8346048	+	chr17:8339840	chr17:8339840-8346048	ENSG00000184650	protein_coding	ODF4
28381	chr17	8356902	8376711	-	chr17:8376711	chr17:8356902-8376711	ENSG00000184619	protein_coding	KRBA2
28382	chr17	8365563	8381328	+	chr17:8365563	chr17:8365563-8381328	ENSG00000265749	lncRNA	AC135178.4
28383	chr17	8377516	8383213	-	chr17:8383213	chr17:8377516-8383213	ENSG00000161970	protein_coding	RPL26
28384	chr17	8390704	8397826	-	chr17:8397826	chr17:8390704-8397826	ENSG00000189051	protein_coding	RNF222
28385	chr17	8413131	8490411	+	chr17:8413131	chr17:8413131-8490411	ENSG00000166579	protein_coding	NDEL1
28386	chr17	8474205	8630761	-	chr17:8630761	chr17:8474205-8630761	ENSG00000133026	protein_coding	MYH10
28387	chr17	8729935	8745219	-	chr17:8745219	chr17:8729935-8745219	ENSG00000161973	protein_coding	CCDC42
28388	chr17	8753106	8758559	-	chr17:8758559	chr17:8753106-8758559	ENSG00000183318	protein_coding	SPDYE4
28389	chr17	8797110	8799365	-	chr17:8799365	chr17:8797110-8799365	ENSG00000185156	protein_coding	MFSD6L
28390	chr17	8802723	8867677	-	chr17:8867677	chr17:8802723-8867677	ENSG00000276231	protein_coding	PIK3R6
28391	chr17	8878911	8965712	-	chr17:8965712	chr17:8878911-8965712	ENSG00000141506	protein_coding	PIK3R5
28392	chr17	8965896	8967070	+	chr17:8965896	chr17:8965896-8967070	ENSG00000266389	lncRNA	AC002091.2
28393	chr17	8967523	8976995	+	chr17:8967523	chr17:8967523-8976995	ENSG00000265975	lncRNA	AC002091.1
28394	chr17	9021510	9244000	+	chr17:9021510	chr17:9021510-9244000	ENSG00000065320	protein_coding	NTN1
28395	chr17	9171068	9179118	-	chr17:9179118	chr17:9171068-9179118	ENSG00000262966	lncRNA	AC005695.1
28396	chr17	9244666	9244897	-	chr17:9244897	chr17:9244666-9244897	ENSG00000273816	lncRNA	AC005695.3
28397	chr17	9250471	9576591	-	chr17:9576591	chr17:9250471-9576591	ENSG00000170310	protein_coding	STX8
28398	chr17	9283174	9305651	+	chr17:9283174	chr17:9283174-9305651	ENSG00000263708	lncRNA	AC005695.2
28399	chr17	9452197	9470014	+	chr17:9452197	chr17:9452197-9470014	ENSG00000225751	lncRNA	AC087501.1
28400	chr17	9464742	9467422	+	chr17:9464742	chr17:9464742-9467422	ENSG00000262815	lncRNA	AC087501.2
28401	chr17	9547298	9548541	+	chr17:9547298	chr17:9547298-9548541	ENSG00000263051	lncRNA	AC087501.3
28402	chr17	9553323	9555696	-	chr17:9555696	chr17:9553323-9555696	ENSG00000271851	lncRNA	AC087501.4
28403	chr17	9576627	9643447	+	chr17:9576627	chr17:9576627-9643447	ENSG00000166596	protein_coding	CFAP52
28404	chr17	9638768	9645325	-	chr17:9645325	chr17:9638768-9645325	ENSG00000265349	lncRNA	AC118755.2
28405	chr17	9644698	9729687	+	chr17:9644698	chr17:9644698-9729687	ENSG00000154914	protein_coding	USP43
28406	chr17	9647020	9647660	-	chr17:9647660	chr17:9647020-9647660	ENSG00000262296	lncRNA	AC118755.1
28407	chr17	9764186	9805100	+	chr17:9764186	chr17:9764186-9805100	ENSG00000282882	lncRNA	AC027045.2
28408	chr17	9771434	9791297	-	chr17:9791297	chr17:9771434-9791297	ENSG00000184544	protein_coding	DHRS7C
28409	chr17	9802386	9822071	-	chr17:9822071	chr17:9802386-9822071	ENSG00000214978	protein_coding	GSG1L2
28410	chr17	9805443	9811047	+	chr17:9805443	chr17:9805443-9811047	ENSG00000283025	lncRNA	AC027045.3
28411	chr17	9822206	9892099	+	chr17:9822206	chr17:9822206-9892099	ENSG00000065325	protein_coding	GLP2R
28412	chr17	9896320	9905271	-	chr17:9905271	chr17:9896320-9905271	ENSG00000109047	protein_coding	RCVRN
28413	chr17	9910609	10198551	-	chr17:10198551	chr17:9910609-10198551	ENSG00000007237	protein_coding	GAS7
28414	chr17	10291820	10317926	+	chr17:10291820	chr17:10291820-10317926	ENSG00000273388	lncRNA	AC005291.2
28415	chr17	10300865	10373130	-	chr17:10373130	chr17:10300865-10373130	ENSG00000006788	protein_coding	MYH13
28416	chr17	10320392	10341458	+	chr17:10320392	chr17:10320392-10341458	ENSG00000264067	lncRNA	AC005291.1
28417	chr17	10383132	10537862	+	chr17:10383132	chr17:10383132-10537862	ENSG00000272736	lncRNA	AC005323.2
28418	chr17	10390322	10421950	-	chr17:10421950	chr17:10390322-10421950	ENSG00000133020	protein_coding	MYH8
28419	chr17	10443290	10469559	-	chr17:10469559	chr17:10443290-10469559	ENSG00000264424	protein_coding	MYH4
28420	chr17	10492307	10518542	-	chr17:10518542	chr17:10492307-10518542	ENSG00000109061	protein_coding	MYH1
28421	chr17	10521148	10549700	-	chr17:10549700	chr17:10521148-10549700	ENSG00000125414	protein_coding	MYH2
28422	chr17	10579040	10623036	+	chr17:10579040	chr17:10579040-10623036	ENSG00000214970	lncRNA	AC005323.1
28423	chr17	10628526	10657309	-	chr17:10657309	chr17:10628526-10657309	ENSG00000109063	protein_coding	MYH3
28424	chr17	10658542	10659082	-	chr17:10659082	chr17:10658542-10659082	ENSG00000261433	lncRNA	AC002347.1
28425	chr17	10672474	10698375	-	chr17:10698375	chr17:10672474-10698375	ENSG00000133028	protein_coding	SCO1
28426	chr17	10680734	10683988	+	chr17:10680734	chr17:10680734-10683988	ENSG00000263388	lncRNA	AC002347.2
28427	chr17	10697594	10711558	+	chr17:10697594	chr17:10697594-10711558	ENSG00000170222	protein_coding	ADPRM
28428	chr17	10699015	10730316	-	chr17:10730316	chr17:10699015-10730316	ENSG00000187824	protein_coding	TMEM220
28429	chr17	10729777	10815164	+	chr17:10729777	chr17:10729777-10815164	ENSG00000263400	lncRNA	TMEM220-AS1
28430	chr17	10741257	10769089	-	chr17:10769089	chr17:10741257-10769089	ENSG00000264016	lncRNA	AC015908.3
28431	chr17	10792059	10794985	+	chr17:10792059	chr17:10792059-10794985	ENSG00000266114	lncRNA	AC015908.4
28432	chr17	10794913	10804099	-	chr17:10804099	chr17:10794913-10804099	ENSG00000263429	protein_coding	TMEM238L
28433	chr17	10822470	10838087	-	chr17:10838087	chr17:10822470-10838087	ENSG00000233670	protein_coding	PIRT
28434	chr17	10844674	10880895	+	chr17:10844674	chr17:10844674-10880895	ENSG00000263508	lncRNA	AC015908.2
28435	chr17	11197883	11242062	-	chr17:11242062	chr17:11197883-11242062	ENSG00000285541	lncRNA	AC005548.1
28436	chr17	11241213	11564063	+	chr17:11241213	chr17:11241213-11564063	ENSG00000188803	protein_coding	SHISA6
28437	chr17	11288205	11290811	+	chr17:11288205	chr17:11288205-11290811	ENSG00000264727	lncRNA	AC005725.1
28438	chr17	11598470	11969748	+	chr17:11598470	chr17:11598470-11969748	ENSG00000007174	protein_coding	DNAH9
28439	chr17	11874727	11881670	-	chr17:11881670	chr17:11874727-11881670	ENSG00000263684	lncRNA	AC005209.1
28440	chr17	11953889	11977594	-	chr17:11977594	chr17:11953889-11977594	ENSG00000266368	lncRNA	AC005410.2
28441	chr17	11977439	11997475	-	chr17:11997475	chr17:11977439-11997475	ENSG00000154957	protein_coding	ZNF18
28442	chr17	12020829	12143830	+	chr17:12020829	chr17:12020829-12143830	ENSG00000065559	protein_coding	MAP2K4
28443	chr17	12201600	12215267	+	chr17:12201600	chr17:12201600-12215267	ENSG00000265400	lncRNA	AC005244.2
28444	chr17	12390738	12395177	-	chr17:12395177	chr17:12390738-12395177	ENSG00000286617	lncRNA	AC084167.1
28445	chr17	12549764	12642854	+	chr17:12549764	chr17:12549764-12642854	ENSG00000179136	lncRNA	LINC00670
28446	chr17	12596743	12632959	-	chr17:12632959	chr17:12596743-12632959	ENSG00000287462	lncRNA	AC068442.1
28447	chr17	12665890	12768949	+	chr17:12665890	chr17:12665890-12768949	ENSG00000141052	protein_coding	MYOCD
28448	chr17	12671862	12706135	-	chr17:12706135	chr17:12671862-12706135	ENSG00000227274	lncRNA	AC005358.1
28449	chr17	12760140	12790242	-	chr17:12790242	chr17:12760140-12790242	ENSG00000265489	lncRNA	AC005358.2
28450	chr17	12789498	12991643	+	chr17:12789498	chr17:12789498-12991643	ENSG00000006740	protein_coding	ARHGAP44
28451	chr17	12982613	12983002	-	chr17:12983002	chr17:12982613-12983002	ENSG00000277621	lncRNA	AC005277.2
28452	chr17	12990149	12990610	-	chr17:12990610	chr17:12990149-12990610	ENSG00000263707	lncRNA	AC005277.1
28453	chr17	12991612	13018065	-	chr17:13018065	chr17:12991612-13018065	ENSG00000006744	protein_coding	ELAC2
28454	chr17	13095695	13100939	+	chr17:13095695	chr17:13095695-13100939	ENSG00000273098	lncRNA	AC005303.1
28455	chr17	13299184	13306771	-	chr17:13306771	chr17:13299184-13306771	ENSG00000234634	lncRNA	LINC02093
28456	chr17	13494032	13601929	-	chr17:13601929	chr17:13494032-13601929	ENSG00000153976	protein_coding	HS3ST3A1
28457	chr17	13755574	14069495	-	chr17:14069495	chr17:13755574-14069495	ENSG00000236088	lncRNA	COX10-AS1
28458	chr17	13909231	13911212	+	chr17:13909231	chr17:13909231-13911212	ENSG00000265494	lncRNA	AC005304.2
28459	chr17	13932720	13940594	-	chr17:13940594	chr17:13932720-13940594	ENSG00000233852	lncRNA	AC005304.1
28460	chr17	13957748	13966952	-	chr17:13966952	chr17:13957748-13966952	ENSG00000266744	lncRNA	AC005304.3
28461	chr17	14069490	14231736	+	chr17:14069490	chr17:14069490-14231736	ENSG00000006695	protein_coding	COX10
28462	chr17	14235673	14236862	-	chr17:14236862	chr17:14235673-14236862	ENSG00000223510	protein_coding	CDRT15
28463	chr17	14295512	14297600	-	chr17:14297600	chr17:14295512-14297600	ENSG00000262786	lncRNA	AC005224.1
28464	chr17	14301081	14349404	+	chr17:14301081	chr17:14301081-14349404	ENSG00000125430	protein_coding	HS3ST3B1
28465	chr17	14303854	14305505	+	chr17:14303854	chr17:14303854-14305505	ENSG00000266709	lncRNA	AC005224.3
28466	chr17	14327335	14329474	+	chr17:14327335	chr17:14327335-14329474	ENSG00000266378	lncRNA	AC005224.2
28467	chr17	14374139	14421472	+	chr17:14374139	chr17:14374139-14421472	ENSG00000230647	lncRNA	AC022816.1
28468	chr17	14725729	14729686	+	chr17:14725729	chr17:14725729-14729686	ENSG00000226130	lncRNA	AC013248.1
28469	chr17	14767583	14780686	-	chr17:14780686	chr17:14767583-14780686	ENSG00000205325	lncRNA	AC005863.1
28470	chr17	14834557	14957216	+	chr17:14834557	chr17:14834557-14957216	ENSG00000238212	lncRNA	LINC02096
28471	chr17	15014805	15052276	+	chr17:15014805	chr17:15014805-15052276	ENSG00000232058	lncRNA	AC005772.1
28472	chr17	15030975	15031957	+	chr17:15030975	chr17:15030975-15031957	ENSG00000259944	lncRNA	CDRT7
28473	chr17	15062087	15104517	-	chr17:15104517	chr17:15062087-15104517	ENSG00000287307	lncRNA	AC005772.2
28474	chr17	15105237	15106187	-	chr17:15106187	chr17:15105237-15106187	ENSG00000265163	lncRNA	CDRT8
28475	chr17	15229777	15265326	-	chr17:15265326	chr17:15229777-15265326	ENSG00000109099	protein_coding	PMP22
28476	chr17	15261015	15265707	+	chr17:15261015	chr17:15261015-15265707	ENSG00000265445	lncRNA	AC005703.3
28477	chr17	15266848	15311760	+	chr17:15266848	chr17:15266848-15311760	ENSG00000286792	lncRNA	AC005703.7
28478	chr17	15267461	15272290	-	chr17:15272290	chr17:15267461-15272290	ENSG00000230971	lncRNA	AC005703.1
28479	chr17	15276562	15279477	-	chr17:15279477	chr17:15276562-15279477	ENSG00000237377	lncRNA	AC005703.2
28480	chr17	15303811	15341632	-	chr17:15341632	chr17:15303811-15341632	ENSG00000125409	protein_coding	TEKT3
28481	chr17	15379864	15417878	-	chr17:15417878	chr17:15379864-15417878	ENSG00000266667	lncRNA	AC005703.4
28482	chr17	15436015	15503608	-	chr17:15503608	chr17:15436015-15503608	ENSG00000239704	protein_coding	CDRT4
28483	chr17	15502264	15563595	-	chr17:15563595	chr17:15502264-15563595	ENSG00000175106	protein_coding	TVP23C
28484	chr17	15530773	15531089	-	chr17:15531089	chr17:15530773-15531089	ENSG00000266538	lncRNA	AC005838.2
28485	chr17	15565483	15619512	-	chr17:15619512	chr17:15565483-15619512	ENSG00000241322	protein_coding	CDRT1
28486	chr17	15627960	15684311	-	chr17:15684311	chr17:15627960-15684311	ENSG00000221926	protein_coding	TRIM16
28487	chr17	15651590	15654489	+	chr17:15651590	chr17:15651590-15654489	ENSG00000266261	lncRNA	AC005324.5
28488	chr17	15699577	15720787	+	chr17:15699577	chr17:15699577-15720787	ENSG00000187607	protein_coding	ZNF286A
